Family,Genus,Species,Taxon Name,Category,Criteria,IUCN Assessment completed,Notes,Endemic?,Information inputted into SIS,Assessment reviewed,Map completed,Submitted to IUCN
AMARANTHACEAE,Pleuropetalum,pleiogynum,Pleuropetalum pleiogynum,,,,,,,,,
ANACARDIACEAE,Amphipterygium,molle,Amphipterygium molle,x,,,Taxonomic Issue - not found in Costa Rica. Removed from working set,,,,,
ANACARDIACEAE,Tapirira,lepidota,Tapirira lepidota,,,,,,,,,
ANNONACEAE,Anaxagorea,phaeocarpa,Anaxagorea phaeocarpa,LC,,,1998 assessment,,,,,
ANNONACEAE,Annona,danforthii,Annona danforthii,LC,,,1998 assessment not published,,,,,
ANNONACEAE,Cymbopetalum,torulosum,Cymbopetalum torulosum,LC,,,1998 assessment,,,,,
ANNONACEAE,Mosannona,costaricensis,Mosannona costaricensis,NT,B2ab(iii),,,,,,,
ANNONACEAE,Unonopsis,panamensis,Unonopsis panamensis,LC,,,,,,,,
ANNONACEAE,Xylopia,macrantha,Xylopia macrantha,LC,,,,,,,,
APOCYNACEAE,Lacmellea,zamorae,Lacmellea zamorae,,,,,,,,,
APOCYNACEAE,Macoubea,mesoamericana,Macoubea mesoamericana,,,,,,,,,
APOCYNACEAE,Tabernaemontana,hannae,Tabernaemontana hannae,,,,,,,,,
APOCYNACEAE,Tabernaemontana,pauli,Tabernaemontana pauli,,,,,,,,,
AQUIFOLIACEAE,Ilex,pallida,Ilex pallida,DD,,,1998 assessment,,,,,
AQUIFOLIACEAE,Ilex,costaricensis,Ilex costaricensis,,,,1998 assessment,,,,,
AQUIFOLIACEAE,Ilex,haberi,Ilex haberi,,,,,,,,,
AQUIFOLIACEAE,Ilex,hemiepiphytica,Ilex hemiepiphytica,,,,,,,,,
AQUIFOLIACEAE,Ilex,vulcanicola,Ilex vulcanicola,,,,1998 assessment,,,,,
ARALIACEAE,Dendropanax,alberti-smithii,Dendropanax alberti-smithii,,,,1998 assessment,,,,,
ARALIACEAE,Dendropanax,latilobus,Dendropanax latilobus,,,,,,,,,
ARALIACEAE,Dendropanax,praestans,Dendropanax praestans,,,,,,,,,
ARALIACEAE,Dendropanax,ravenii,Dendropanax ravenii,,,,,,,,,
ARALIACEAE,Dendropanax,sessiliflorus,Dendropanax sessiliflorus,,,,1998 assessment,,,,,
ARALIACEAE,Oreopanax,anomalus,Oreopanax anomalus,,,,,,,,,
ARALIACEAE,Oreopanax,compactus,Oreopanax compactus,,,,,,,,,
ARALIACEAE,Oreopanax,donnell-smithii,Oreopanax donnell-smithii,,,,,,,,,
ARALIACEAE,Oreopanax,nubigenus,Oreopanax nubigenus,,,,,,,,,
ARALIACEAE,Oreopanax,paramicola,Oreopanax paramicola,,,,,,,,,
ARALIACEAE,Oreopanax,pycnocarpus,Oreopanax pycnocarpus,,,,,,,,,
ARALIACEAE,Oreopanax,standleyi,Oreopanax standleyi,,,,,,,,,
ARALIACEAE,Oreopanax,striatus,Oreopanax striatus,,,,,,,,,
ARALIACEAE,Schefflera,albocapitata,Schefflera albocapitata,,,,,,,,,
ARALIACEAE,Schefflera,brenesii,Schefflera brenesii,,,,1998 assessment,,,,,
ARALIACEAE,Schefflera,cartagoensis,Schefflera cartagoensis,,,,,,,,,
ARALIACEAE,Schefflera,epiphytica,Schefflera epiphytica,,,,,,,,,
ARALIACEAE,Schefflera,instita,Schefflera instita,,,,,,,,,
ARALIACEAE,Schefflera,minutiflora,Schefflera minutiflora,,,,,,,,,
ARALIACEAE,Schefflera,nicaraguensis,Schefflera nicaraguensis,,,,,,,,,
ARALIACEAE,Schefflera,pubens,Schefflera pubens,,,,,,,,,
ARALIACEAE,Schefflera,seibertii,Schefflera seibertii,,,,1998 assessment,,,,,
ARECACEAE,Aiphanes,hirsuta,Aiphanes hirsuta,,,,1998 assessment,,,,,
ARECACEAE,Astrocaryum,alatum,Astrocaryum alatum,,,,1998 assessment,,,,,
ARECACEAE,Astrocaryum,confertum,Astrocaryum confertum,,,,,,,,,
ARECACEAE,Astrocaryum,standleyanum,Astrocaryum standleyanum,,,,,,,,,
ARECACEAE,Bactris,caudata,Bactris caudata,,,,,,,,,
ARECACEAE,Bactris,glandulosa,Bactris glandulosa,,,,,,,,,
ARECACEAE,Bactris,herrerana,Bactris herrerana,,,,,,,,,
ARECACEAE,Bactris,longiseta,Bactris longiseta,,,,1998 assessment,,,,,
ARECACEAE,Bactris,militaris,Bactris militaris,,,,,,,,,
ARECACEAE,Bactris,polystachya,Bactris polystachya,,,,,,,,,
ARECACEAE,Chamaedorea,deckeriana,Chamaedorea deckeriana,,,,,,,,,
ARECACEAE,Colpothrinax,aphanopetala,Colpothrinax aphanopetala,,,,,,,,,
ARECACEAE,Cryosophila,cookii,Cryosophila cookii,,,,1998 assessment,,,,,
ARECACEAE,Cryosophila,grayumii,Cryosophila grayumii,,,,1998 assessment,,,,,
ARECACEAE,Cryosophila,guagara,Cryosophila guagara,,,,1998 assessment,,,,,
ARECACEAE,Geonoma,ferruginea,Geonoma ferruginea,LC,,,BGCI workflow,,,,,
ARECACEAE,Geonoma,congesta,Geonoma congesta,,,,,,,,,
ARECACEAE,Geonoma,longivaginata,Geonoma longivaginata,,,,,,,,,
ARECACEAE,Geonoma,orbignyana,Geonoma orbignyana,,,,,,,,,
ARECACEAE,Pholidostachys,pulchra,Pholidostachys pulchra,,,,,,,,,
ARECACEAE,Reinhardtia,koschnyana,Reinhardtia koschnyana,CR,A2ac,,Palm group added information,,,,,
ASTERACEAE,Bartlettina,prionophylla,Bartlettina prionophylla,,,,,,,,,
ASTERACEAE,Hebeclinium,costaricense,Hebeclinium costaricense,,,,,,,,,
ASTERACEAE,Jessea,multivenia,Jessea multivenia,,,,,,,,,
ASTERACEAE,Koanophyllon,hylonoma,Koanophyllon hylonoma,,,,,,,,,
ASTERACEAE,Koanophyllon,pittieri,Koanophyllon pittieri,,,,,,,,,
ASTERACEAE,Koanophyllon,wetmorei,Koanophyllon wetmorei,,,,,,,,,
ASTERACEAE,Lepidonia,lankesteri,Lepidonia lankesteri,,,,,,,,,
ASTERACEAE,Verbesina,tapantiana,Verbesina tapantiana,,,,,,,,,
AVICENNIACEAE,Avicennia,bicolor,Avicennia bicolor,VU,A2cd,,2008 assessment,,,,,
AVICENNIACEAE,Avicennia,germinans,Avicennia germinans,LC,,,2007 assessment,,,,,
BERBERIDACEAE,Berberis,hemsleyi,Berberis hemsleyi,,,,,,,,,
BERBERIDACEAE,Berberis,volcania,Berberis volcania,,,,,,,,,
BIGNONIACEAE,Amphitecna,gentryi,Amphitecna gentryi,,,,,,,,,
BIGNONIACEAE,Amphitecna,haberi,Amphitecna haberi,,,,,,,,,
BIGNONIACEAE,Amphitecna,isthmica,Amphitecna isthmica,,,,1998 assessment,,,,,
BIGNONIACEAE,Parmentiera,valerii,Parmentiera valerii,,,,,,,,,
BIGNONIACEAE,Tabebuia,palustris,Tabebuia palustris,VU,A2c,,1998 assessment,,,,,
BRUNELLIACEAE,Brunellia,costaricensis,Brunellia costaricensis,,,Kew to compile draft,,,,,,
BRUNELLIACEAE,Brunellia,standleyana,Brunellia standleyana,,,,,,,,,
BURSERACEAE,Bursera,glabra,Bursera glabra,,,,,,,,,
BURSERACEAE,Bursera,standleyana,Bursera standleyana,,,,,,,,,
BURSERACEAE,Protium,pittieri,Protium pittieri,VU,"B2ab(ii,iii)",,1998 assessment,,,,,
BURSERACEAE,Protium,aguilarii,Protium aguilarii,,,,,,,,,
BURSERACEAE,Protium,brenesii,Protium brenesii,,,,,,,,,
BURSERACEAE,Protium,hammelii,Protium hammelii,,,,,,,,,
BURSERACEAE,Protium,panamense,Protium panamense,,,,1998 assessment,,,,,
BURSERACEAE,Protium,pecuniosum,Protium pecuniosum,,,,,,,,,
BURSERACEAE,Trattinnickia,aspera,Trattinnickia aspera,LC,,,,,,,,
CALOPHYLLACEAE,Marila,podantha,Marila podantha,,,,,,,,,
CAPPARACEAE,Crateva,palmeri,Crateva palmeri,LC,,,,,,,,
CAPPARACEAE,Quadrella,morenoi,Quadrella morenoi,,,,,,,,,
CARYOCARACEAE,Anthodiscus,chocoensis,Anthodiscus chocoensis,,,,1998 assessment,,,,,
CELASTRACEAE,Crossopetalum,enervium,Crossopetalum enervium,,,,,,,,,
CELASTRACEAE,Crossopetalum,parviflorum,Crossopetalum parviflorum,,,,1998 assessment,,,,,
CELASTRACEAE,Haydenoxylon,haberianum,Haydenoxylon haberianum,,,,,,,,,
CELASTRACEAE,Maytenus,woodsonii,Maytenus woodsonii,,,Kew to compile draft,,,,,,
CELASTRACEAE,Maytenus,grisea,Maytenus grisea,,,,,,,,,
CELASTRACEAE,Quetzalia,occidentalis,Quetzalia occidentalis,,,,,,,,,
CELASTRACEAE,Salacia,petenensis,Salacia petenensis,,,,,,,,,
CELASTRACEAE,Wimmeria,sternii,Wimmeria sternii,,,,,,,,,
CELASTRACEAE,Zinowiewia,costaricensis,Zinowiewia costaricensis,,,,1998 assessment,,,,,
CHLORANTHACEAE,Hedyosmum,costaricense,Hedyosmum costaricense,,,,,,,,,
CHRYSOBALANACEAE,Couepia,hallwachsiae,Couepia hallwachsiae,,,,,,,,,
CHRYSOBALANACEAE,Couepia,janzenii,Couepia janzenii,,,,,,,,,
CHRYSOBALANACEAE,Couepia,osaensis,Couepia osaensis,,,,,,,,,
CHRYSOBALANACEAE,Hirtella,lemsii,Hirtella lemsii,,,,,,,,,
CHRYSOBALANACEAE,Hirtella,papillata,Hirtella papillata,,,,,,,,,
CHRYSOBALANACEAE,Hirtella,trichotoma,Hirtella trichotoma,,,,,,,,,
CHRYSOBALANACEAE,Hirtella,tubiflora,Hirtella tubiflora,,,,,,,,,
CHRYSOBALANACEAE,Licania,jefensis,Licania jefensis,,,Kew to compile draft,,,,,,
CHRYSOBALANACEAE,Licania,arachicarpa,Licania arachicarpa,,,,,,,,,
CHRYSOBALANACEAE,Licania,belloi,Licania belloi,,,,,,,,,
CHRYSOBALANACEAE,Licania,corniculata,Licania corniculata,,,,,,,,,
CHRYSOBALANACEAE,Licania,costaricensis,Licania costaricensis,,,,,,,,,
CHRYSOBALANACEAE,Licania,diegogomezii,Licania diegogomezii,,,,,,,,,
CHRYSOBALANACEAE,Licania,kallunkiae,Licania kallunkiae,,,,,,,,,
CHRYSOBALANACEAE,Licania,operculipetala,Licania operculipetala,,,,,,,,,
CHRYSOBALANACEAE,Licania,platycalyx,Licania platycalyx,,,,,,,,,
CHRYSOBALANACEAE,Licania,riverae,Licania riverae,,,,,,,,,
CHRYSOBALANACEAE,Licania,stevensii,Licania stevensii,,,,,,,,,
CHRYSOBALANACEAE,Maranthes,panamensis,Maranthes panamensis,,,,,,,,,
CHRYSOBALANACEAE,Parinari,parvifolia,Parinari parvifolia,,,,,,,,,
CLETHRACEAE,Clethra,formosa,Clethra formosa,,,,,,,,,
CLETHRACEAE,Clethra,talamancana,Clethra talamancana,,,,,,,,,
CLUSIACEAE,Chrysochlamys,skutchii,Chrysochlamys skutchii,,,,,,,,,
CLUSIACEAE,Clusia,rotundata,Clusia rotundata,LC,,,,,,,,
CLUSIACEAE,Clusia,cylindrica,Clusia cylindrica,,,,,,,,,
CLUSIACEAE,Clusia,torresii,Clusia torresii,,,,,,,,,
CLUSIACEAE,Clusia,valerii,Clusia valerii,,,,,,,,,
COMBRETACEAE,Laguncularia,racemosa,Laguncularia racemosa,,,,2007 assessment,,,,,
COMBRETACEAE,Terminalia,bucidoides,Terminalia bucidoides,,,,1998 assessment,,,,,
COMBRETACEAE,Terminalia,costaricensis,Terminalia costaricensis,,,,,,,,,
CORDIACEAE,Cordia,croatii,Cordia croatii,,,,1998 assessment,,,,,
CORDIACEAE,Cordia,liesneri,Cordia liesneri,,,,,,,,,
CORNACEAE,Cornus,disciflora,Cornus disciflora,,,,1998 assessment,,,,,
CUNONIACEAE,Weinmannia,karsteniana,Weinmannia karsteniana,,,,,,,,,
CUNONIACEAE,Weinmannia,polyphylla,Weinmannia polyphylla,,,,,,,,,
CUNONIACEAE,Weinmannia,vulcanicola,Weinmannia vulcanicola,,,,,,,,,
DICHAPETALACEAE,Dichapetalum,brenesii,Dichapetalum brenesii,,,,,,,,,
DICHAPETALACEAE,Dichapetalum,moralesii,Dichapetalum moralesii,,,,,,,,,
DICHAPETALACEAE,Dichapetalum,morenoi,Dichapetalum morenoi,,,,,,,,,
DICHAPETALACEAE,Dichapetalum,nervatum,Dichapetalum nervatum,,,,,,,,,
DICHAPETALACEAE,Dichapetalum,nevermannianum,Dichapetalum nevermannianum,,,,,,,,,
DICHAPETALACEAE,Stephanopodium,costaricense,Stephanopodium costaricense,,,,,,,,,
DICHAPETALACEAE,Stephanopodium,gentryi,Stephanopodium gentryi,,,,,,,,,
DIPENTODONTACEAE,Perrottetia,multiflora,Perrottetia multiflora,,,,1998 assessment,,,,,
EBENACEAE,Diospyros,conzattii,Diospyros conzattii,,,,,,,,,
EHRETIACEAE,Bourreria,andrieuxii,Bourreria andrieuxii,,,,,,,,,
EHRETIACEAE,Bourreria,grandicalyx,Bourreria grandicalyx,,,,,,,,,
EHRETIACEAE,Bourreria,grayumii,Bourreria grayumii,,,,,,,,,
EHRETIACEAE,Bourreria,litoralis,Bourreria litoralis,,,,,,,,,
EHRETIACEAE,Bourreria,rinconensis,Bourreria rinconensis,,,,,,,,,
EHRETIACEAE,Rochefortia,lundellii,Rochefortia lundellii,,,,,,,,,
ELAEOCARPACEAE,Sloanea,ampla,Sloanea ampla,,,,,,,,,
ELAEOCARPACEAE,Sloanea,brenesii,Sloanea brenesii,,,,,,,,,
ELAEOCARPACEAE,Sloanea,cararaensis,Sloanea cararaensis,,,,,,,,,
ELAEOCARPACEAE,Sloanea,ensiformis,Sloanea ensiformis,,,,,,,,,
ELAEOCARPACEAE,Sloanea,garcia-cossioi,Sloanea garcia-cossioi,,,,,,,,,
ELAEOCARPACEAE,Sloanea,geniculata,Sloanea geniculata,,,,,,,,,
ELAEOCARPACEAE,Sloanea,guapilensis,Sloanea guapilensis,,,,,,,,,
ELAEOCARPACEAE,Sloanea,laevigata,Sloanea laevigata,,,,,,,,,
ELAEOCARPACEAE,Sloanea,ligulata,Sloanea ligulata,,,,,,,,,
ELAEOCARPACEAE,Sloanea,marcescens,Sloanea marcescens,,,,,,,,,
ELAEOCARPACEAE,Sloanea,petenensis,Sloanea petenensis,,,,,,,,,
ELAEOCARPACEAE,Sloanea,rugosa,Sloanea rugosa,,,,,,,,,
ERICACEAE,Vaccinium,consanguineum,Vaccinium consanguineum,,,Kew to compile draft,,,,,,
ERICACEAE,Vaccinium,costaricense,Vaccinium costaricense,,,,,,,,,
EUPHORBIACEAE,Acalypha,ferdinandi,Acalypha ferdinandi,,,,,,,,,
EUPHORBIACEAE,Cnidoscolus,megacanthus,Cnidoscolus megacanthus,,,,,,,,,
EUPHORBIACEAE,Croton,corinthius,Croton corinthius,,,,,,,,,
EUPHORBIACEAE,Croton,costatus,Croton costatus,,,,,,,,,
EUPHORBIACEAE,Croton,decalobus,Croton decalobus,,,,,,,,,
EUPHORBIACEAE,Croton,fantzianus,Croton fantzianus,,,,,,,,,
EUPHORBIACEAE,Croton,hoffmannii,Croton hoffmannii,,,,,,,,,
EUPHORBIACEAE,Croton,jimenezii,Croton jimenezii,,,,,,,,,
EUPHORBIACEAE,Croton,megistocarpus,Croton megistocarpus,,,,,,,,,
EUPHORBIACEAE,Croton,mexicanus,Croton mexicanus,,,,,,,,,
EUPHORBIACEAE,Croton,speciosus,Croton speciosus,,,,,,,,,
EUPHORBIACEAE,Croton,tenuicaudatus,Croton tenuicaudatus,,,,,,,,,
EUPHORBIACEAE,Croton,tonduzii,Croton tonduzii,,,,,,,,,
EUPHORBIACEAE,Croton,yucatanensis,Croton yucatanensis,,,,,,,,,
EUPHORBIACEAE,Jatropha,costaricensis,Jatropha costaricensis,,,,,,,,,
EUPHORBIACEAE,Sapium,allenii,Sapium allenii,,,,,,,,,
EUPHORBIACEAE,Tetrorchidium,euryphyllum,Tetrorchidium euryphyllum,LC,,,,,,,,
EUPHORBIACEAE,Tetrorchidium,costaricense,Tetrorchidium costaricense,,,,,,,,,
FABACEAE,Abarema,racemiflora,Abarema racemiflora,LC,,,To send to David Neill for review,no,yes,,yes,
FABACEAE,Albizia,duckeana,Albizia duckeana,,,,,,,,,
FABACEAE,Ateleia,pterocarpa,Ateleia pterocarpa,LC,,,,,,,,
FABACEAE,Ateleia,herbert-smithii,Ateleia herbert-smithii,,,,,,,,,
FABACEAE,Bauhinia,proboscidea,Bauhinia proboscidea,,,,,,,,,
FABACEAE,Calliandra,goldmanii,Calliandra goldmanii,,,,,,,,,
FABACEAE,Calliandra,grandifolia,Calliandra grandifolia,,,,,,,,,
FABACEAE,Cojoba,costaricensis,Cojoba costaricensis,,,Kew to compile draft,,,,,,
FABACEAE,Copaifera,camibar,Copaifera camibar,,,,,,,,,
FABACEAE,Coursetia,elliptica,Coursetia elliptica,,,,,,,,,
FABACEAE,Diphysa,humilis,Diphysa humilis,,,,,,,,,
FABACEAE,Dussia,mexicana,Dussia mexicana,,,,,,,,,
FABACEAE,Erythrina,chiriquensis,Erythrina chiriquensis,,,,,,,,,
FABACEAE,Erythrina,cochleata,Erythrina cochleata,,,,,,,,,
FABACEAE,Erythrina,globocalyx,Erythrina globocalyx,,,,,,,,,
FABACEAE,Erythrina,thyrsiflora,Erythrina thyrsiflora,,,,,,,,,
FABACEAE,Indigofera,thibaudiana,Indigofera thibaudiana,,,,,,,,,
FABACEAE,Inga,hayesii,Inga hayesii,LC,,,1998 assessment,,,,,
FABACEAE,Inga,exalata,Inga exalata,,,Kew to compile draft,,,,,,
FABACEAE,Inga,allenii,Inga allenii,,,,1998 assessment,,,,,
FABACEAE,Inga,bella,Inga bella,,,,1998 assessment,,,,,
FABACEAE,Inga,bracteifera,Inga bracteifera,,,,1998 assessment,,,,,
FABACEAE,Inga,canonegrensis,Inga canonegrensis,,,,1998 assessment,,,,,
FABACEAE,Inga,golfodulcensis,Inga golfodulcensis,,,,1998 assessment,,,,,
FABACEAE,Inga,herrerae,Inga herrerae,,,,1998 assessment,,,,,
FABACEAE,Inga,jimenezii,Inga jimenezii,,,,1998 assessment,,,,,
FABACEAE,Inga,latipes,Inga latipes,,,,1998 assessment,,,,,
FABACEAE,Inga,litoralis,Inga litoralis,,,,1998 assessment,,,,,
FABACEAE,Inga,skutchii,Inga skutchii,,,,1998 assessment,,,,,
FABACEAE,Inga,stenophylla,Inga stenophylla,,,,1998 assessment,,,,,
FABACEAE,Inga,tenuiloba,Inga tenuiloba,,,,1998 assessment,,,,,
FABACEAE,Inga,tenuipedunculata,Inga tenuipedunculata,,,,,,,,,
FABACEAE,Inga,umbilicata,Inga umbilicata,,,,,,,,,
FABACEAE,Lennea,viridiflora,Lennea viridiflora,,,,1998 assessment,,,,,
FABACEAE,Leucaena,multicapitula,Leucaena multicapitula,NT,A2c,,Megan @BGCI has completed assessmenmt - could review,,,,,
FABACEAE,Lonchocarpus,calcaratus,Lonchocarpus calcaratus,VU,C1,,1998 assessment,,,,,
FABACEAE,Lonchocarpus,alternifoliolatus,Lonchocarpus alternifoliolatus,,,,,,,,,
FABACEAE,Lonchocarpus,chiangii,Lonchocarpus chiangii,,,,,,,,,
FABACEAE,Lonchocarpus,costaricensis,Lonchocarpus costaricensis,,,,,,,,,
FABACEAE,Lonchocarpus,ferrugineus,Lonchocarpus ferrugineus,,,,,,,,,
FABACEAE,Lonchocarpus,haberi,Lonchocarpus haberi,,,,,,,,,
FABACEAE,Lonchocarpus,hughesii,Lonchocarpus hughesii,,,,,,,,,
FABACEAE,Lonchocarpus,lasiotropis,Lonchocarpus lasiotropis,,,,,,,,,
FABACEAE,Lonchocarpus,monteviridis,Lonchocarpus monteviridis,,,,,,,,,
FABACEAE,Lonchocarpus,peninsularis,Lonchocarpus peninsularis,,,,,,,,,
FABACEAE,Lonchocarpus,retifer,Lonchocarpus retifer,,,,1998 assessment,,,,,
FABACEAE,Machaerium,cirrhiferum,Machaerium cirrhiferum,,,,,,,,,
FABACEAE,Machaerium,darlense,Machaerium darlense,,,,,,,,,
FABACEAE,Machaerium,milleflorum,Machaerium milleflorum,,,,,,,,,
FABACEAE,Macrolobium,costaricense,Macrolobium costaricense,,,,,,,,,
FABACEAE,Macrolobium,hartshornii,Macrolobium hartshornii,,,,,,,,,
FABACEAE,Macrolobium,herrerae,Macrolobium herrerae,,,,,,,,,
FABACEAE,Mora,megistosperma,Mora megistosperma,,,,,,,,,
FABACEAE,Mora,oleifera,Mora oleifera,,,,2008 assessment - VU,,,,,
FABACEAE,Ormosia,intermedia,Ormosia intermedia,,,,,,,,,
FABACEAE,Ormosia,panamensis,Ormosia panamensis,,,,1998 assessment,,,,,
FABACEAE,Paramachaerium,gruberi,Paramachaerium gruberi,CR,C1,,Almost finished - needs two references added,,,,,
FABACEAE,Peltogyne,purpurea,Peltogyne purpurea,,,,,,,,,
FABACEAE,Pithecellobium,bipinnatum,Pithecellobium bipinnatum,,,,,,,,,
FABACEAE,Pithecellobium,furcatum,Pithecellobium furcatum,,,,,,,,,
FABACEAE,Pithecellobium,nicoyanum,Pithecellobium nicoyanum,,,,,,,,,
FABACEAE,Platymiscium,curuense,Platymiscium curuense,,,,,,,,,
FABACEAE,Senna,cajamarcae,Senna cajamarcae,,,,,,,,,
FABACEAE,Senna,williamsii,Senna williamsii,,,,,,,,,
FABACEAE,Styphnolobium,monteviridis,Styphnolobium monteviridis,,,,,,,,,
FABACEAE,Styphnolobium,sporadicum,Styphnolobium sporadicum,,,,,,,,,
FABACEAE,Swartzia,maquenqueana,Swartzia maquenqueana,,,,,,,,,
FABACEAE,Swartzia,phaneroptera,Swartzia phaneroptera,,,,,,,,,
FABACEAE,Swartzia,picramnioides,Swartzia picramnioides,,,,,,,,,
FABACEAE,Swartzia,zeledonensis,Swartzia zeledonensis,,,,,,,,,
FABACEAE,Tachigali,versicolor,Tachigali versicolor,VU,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",,Some information added by Silvia at workflow,,,,,
FABACEAE,Tachigali,costaricensis,Tachigali costaricensis,LC,,,,,,,,
FABACEAE,Uribea,tamarindoides,Uribea tamarindoides,,,,,,,,,
FABACEAE,Vachellia,mayana,Vachellia mayana,,,,,,,,,
FABACEAE,Zygia,brenesii,Zygia brenesii,,,,,,,,,
FABACEAE,Zygia,confusa,Zygia confusa,,,,,,,,,
FABACEAE,Zygia,gigantifoliola,Zygia gigantifoliola,,,,,,,,,
FABACEAE,Zygia,rubiginosa,Zygia rubiginosa,,,,,,,,,
GARRYACEAE,Garrya,laurifolia,Garrya laurifolia,,,,,,,,,
GENTIANACEAE,Macrocarpaea,auriculata,Macrocarpaea auriculata,,,,,,,,,
GENTIANACEAE,Macrocarpaea,macrophylla,Macrocarpaea macrophylla,,,,,,,,,
HAMAMELIDACEAE,Molinadendron,guatemalense,Molinadendron guatemalense,,,,,,,,,
HELIOTROPIACEAE,Tournefortia,johnstonii,Tournefortia johnstonii,,,,,,,,,
HERNANDIACEAE,Hernandia,didymantha,Hernandia didymantha,,,,1998 assessment,,,,,
HERNANDIACEAE,Hernandia,stenura,Hernandia stenura,,,,1998 assessment,,,,,
HUMIRIACEAE,Humiriastrum,diguense,Humiriastrum diguense,LC,,,,,,,,
HUMIRIACEAE,Vantanea,barbourii,Vantanea barbourii,LC,,,,,,,,
HYPERICACEAE,Hypericum,irazuense,Hypericum irazuense,,,,,,,,,
JUGLANDACEAE,Alfaroa,manningii,Alfaroa manningii,,,,1998 assessment,,,,,
JUGLANDACEAE,Oreomunnea,pterocarpa,Oreomunnea pterocarpa,,,,1998 assessment,,,,,
LAMIACEAE,Aegiphila,panamensis,Aegiphila panamensis,,,,1998 assessment,,,,,
LAMIACEAE,Vitex,cooperi,Vitex cooperi,,,,1998 assessment,,,,,
LAURACEAE,Aiouea,brenesii,Aiouea brenesii,,,,,,,,,
LAURACEAE,Aiouea,chavarrianum,Aiouea chavarrianum,,,,,,,,,
LAURACEAE,Aiouea,neurophylla,Aiouea neurophylla,,,,,,,,,
LAURACEAE,Aiouea,obscura,Aiouea obscura,,,,1998 assessment,,,,,
LAURACEAE,Aiouea,pittieri,Aiouea pittieri,,,,,,,,,
LAURACEAE,Aiouea,tonduzii,Aiouea tonduzii,,,,,,,,,
LAURACEAE,Aniba,venezuelana,Aniba venezuelana,LC,,,1998 assessment,,,,,
LAURACEAE,Beilschmiedia,immersinervis,Beilschmiedia immersinervis,,,,,,,,,
LAURACEAE,Beilschmiedia,ovalis,Beilschmiedia ovalis,,,,,,,,,
LAURACEAE,Beilschmiedia,tilaranensis,Beilschmiedia tilaranensis,,,,,,,,,
LAURACEAE,Caryodaphnopsis,burgeri,Caryodaphnopsis burgeri,,,,2000 assessment - not published,,,,,
LAURACEAE,Damburneya,cufodontisii,Damburneya cufodontisii,,,,1998 assessment,,,,,
LAURACEAE,Damburneya,longipetiolata,Damburneya longipetiolata,,,,1998 assessment,,,,,
LAURACEAE,Damburneya,smithii,Damburneya smithii,,,,1998 assessment,,,,,
LAURACEAE,Licaria,brenesii,Licaria brenesii,,,,,,,,,
LAURACEAE,Licaria,caribaea,Licaria caribaea,,,,,,,,,
LAURACEAE,Licaria,cufodontisii,Licaria cufodontisii,,,,,,,,,
LAURACEAE,Licaria,excelsa,Licaria excelsa,,,,,,,,,
LAURACEAE,Licaria,herrerae,Licaria herrerae,,,,,,,,,
LAURACEAE,Licaria,multinervis,Licaria multinervis,,,,,,,,,
LAURACEAE,Licaria,pergamentacea,Licaria pergamentacea,,,,,,,,,
LAURACEAE,Licaria,sarapiquensis,Licaria sarapiquensis,,,,2000 assessment - not published,,,,,
LAURACEAE,Nectandra,hypoleuca,Nectandra hypoleuca,,,,1998 assessment,,,,,
LAURACEAE,Nectandra,ramonensis,Nectandra ramonensis,,,,1998 assessment,,,,,
LAURACEAE,Ocotea,atlantica,Ocotea atlantica,,,,,,,,,
LAURACEAE,Ocotea,bijuga,Ocotea bijuga,,,,,,,,,
LAURACEAE,Ocotea,brenesii,Ocotea brenesii,,,,1998 assessment,,,,,
LAURACEAE,Ocotea,calophylla,Ocotea calophylla,,,,,,,,,
LAURACEAE,Ocotea,glaucosericea,Ocotea glaucosericea,,,,1998 assessment,,,,,
LAURACEAE,Ocotea,haberi,Ocotea haberi,,,,,,,,,
LAURACEAE,Ocotea,holdridgeana,Ocotea holdridgeana,,,,,,,,,
LAURACEAE,Ocotea,insularis,Ocotea insularis,,,,,,,,,
LAURACEAE,Ocotea,klepperae,Ocotea klepperae,,,,,,,,,
LAURACEAE,Ocotea,lentii,Ocotea lentii,,,,,,,,,
LAURACEAE,Ocotea,macrantha,Ocotea macrantha,,,,,,,,,
LAURACEAE,Ocotea,mollicella,Ocotea mollicella,,,,,,,,,
LAURACEAE,Ocotea,morae,Ocotea morae,,,,,,,,,
LAURACEAE,Ocotea,multiflora,Ocotea multiflora,,,,,,,,,
LAURACEAE,Ocotea,patula,Ocotea patula,,,,,,,,,
LAURACEAE,Ocotea,pentagona,Ocotea pentagona,,,,,,,,,
LAURACEAE,Ocotea,pharomachrosorum,Ocotea pharomachrosorum,,,,,,,,,
LAURACEAE,Ocotea,pittieri,Ocotea pittieri,,,,,,,,,
LAURACEAE,Ocotea,praetermissa,Ocotea praetermissa,,,,,,,,,
LAURACEAE,Ocotea,producta,Ocotea producta,,,,,,,,,
LAURACEAE,Ocotea,pseudopalmana,Ocotea pseudopalmana,,,,,,,,,
LAURACEAE,Ocotea,rivularis,Ocotea rivularis,,,,1998 assessment,,,,,
LAURACEAE,Ocotea,rufescens,Ocotea rufescens,,,,,,,,,
